CDS_ID	Low_A	Low_B	High_A	High_B
CDS_6892	110	237	111	492
CDS_6893	243	176	141	115
CDS_6896	457	438	283	235
CDS_6899	6423	3853	1465	1340
CDS_6902	70	294	151	418
CDS_6905	1930	1147	1625	1069
CDS_6906	1774	1050	1319	795
CDS_6907	594	268	184	184
CDS_6908	387	219	334	250
CDS_6913	644	466	439	245
CDS_6914	3442	2908	3275	1649
CDS_6915	600	749	614	449
CDS_6916	16	8	8	12
CDS_6917	538	619	363	219
CDS_6918	1496	602	617	583
CDS_6919	1895	893	903	670
CDS_6928	45	94	59	96
CDS_6933	153	183	268	268
CDS_6934	2671	2128	1673	1627
CDS_6936	3342	839	956	871
CDS_6937	1290	380	484	349
CDS_6938	1712	1367	1551	1677
CDS_6939	2002	1404	941	767
CDS_6940	83	92	93	28
CDS_6943	3741	1776	628	496
CDS_6944	374	243	141	103
CDS_6945	223	202	61	37
CDS_6946	912	821	284	397
CDS_6947	1094	965	487	362
CDS_6948	3593	2374	852	791
CDS_6949	3632	2762	2412	1605
CDS_6950	508	237	174	102
CDS_6951	194	206	253	121
CDS_6952	3705	3139	2122	1771
CDS_6955	614	1006	578	383
CDS_6956	1689	954	637	917
CDS_6957	813	428	170	266
CDS_6958	5942	2020	6217	5132
CDS_6960	2570	1528	424	510
CDS_6961	2588	1335	501	430
CDS_6963	1682	1295	295	232
CDS_6967	4200	1645	584	505
CDS_6969	1516	678	244	169
CDS_6970	1601	644	279	203
CDS_6971	378	202	101	48
CDS_6984	520	270	78	114
CDS_6985	675	405	368	547
CDS_6986	588	298	126	136
CDS_6987	497	295	253	407
CDS_6989	9	9	8	10
CDS_6991	102	53	19	31
CDS_6992	494	289	254	377
CDS_6993	100	114	57	26
CDS_6994	1557	1066	377	285
CDS_6995	1932	1117	772	1053
CDS_7004	2	2	302	97
CDS_7005	1	3	339	21
CDS_7006	9	1	291	89
CDS_7010	7810	4224	2175	2068
CDS_7011	2	1	57	22
CDS_7016	69	20	58	32
CDS_7017	1062	949	216	213
CDS_7018	31521	13859	5588	4469
CDS_7019	640	290	115	167
CDS_7021	163	121	79	59
CDS_7022	1300	878	495	653
CDS_7023	3699	2843	1123	658
CDS_7026	52	204	3	131
CDS_7028	6	11	9	14
CDS_7030	5	6	452	100
CDS_7031	332	182	109	118
CDS_7032	2572	1372	770	1054
CDS_7033	1385	635	526	300
CDS_7034	99	45	49	83
CDS_7036	778	468	132	141
CDS_7037	563	386	110	82
CDS_7038	3749	2265	755	557
CDS_7039	1141	780	333	322
CDS_7040	1004	686	516	1077
CDS_7041	11	2	2	8
CDS_7042	260	267	484	807
CDS_7043	1575	720	801	606
CDS_7044	652	671	1373	1981
CDS_7045	1134	894	1597	2322
CDS_7046	34	42	88	115
CDS_7047	135	538	430	1028
CDS_7048	8	9	0	0
CDS_7049	869	655	307	280
CDS_7050	1767	1366	516	549
CDS_7051	30	24	7	6
CDS_7055	14	18	20	57
CDS_7056	80	317	124	349
CDS_7057	68	262	163	235
CDS_7059	1181	600	191	211
CDS_7061	889	510	98	56
CDS_7062	1748	1045	197	131
CDS_7063	942	614	234	153
CDS_7064	454	268	136	60
CDS_7070	3370	1410	910	764
CDS_7071	938	826	440	379
CDS_7072	1475	1083	494	432
CDS_7073	51	52	6	21
CDS_7074	21	20	63	70
CDS_7075	1	0	2	2
CDS_7080	425	175	118	202
CDS_7081	2637	1529	602	787
CDS_7082	3590	3536	3451	3434
CDS_7083	2728	1011	396	290
CDS_7084	124	131	164	113
CDS_7085	63	70	42	16
CDS_7086	257	158	51	65
CDS_7087	5254	3677	1262	970
CDS_7088	1037	961	448	414
CDS_7089	560	589	240	199
CDS_7090	56	48	22	26
CDS_7091	698	517	279	160
CDS_7092	359	301	145	97
CDS_7096	6761	3954	1214	860
CDS_7097	2537	1935	986	888
CDS_7098	4727	3910	1665	1708
CDS_7099	9567	6743	3245	3186
CDS_7100	8328	7219	3660	3553
CDS_7101	1537	990	456	353
CDS_7102	155	517	486	1280
CDS_7103	8	24	2	61
CDS_7108	842	507	834	539
CDS_7109	94	58	54	55
CDS_7110	2616	1274	832	883
CDS_7111	115	55	41	29
CDS_7112	857	524	558	395
CDS_7113	1604	974	657	376
CDS_7114	1307	739	626	599
CDS_7117	0	6	5	6
CDS_7118	3	8	18	5
CDS_7121	19	12	69	23
CDS_7122	20	14	66	2
CDS_7123	19	25	105	23
CDS_7124	3	4	15	0
CDS_7125	5	13	19	1
CDS_7126	1	0	17	2
CDS_7127	4	1	12	5
CDS_7128	1161	875	340	444
CDS_7129	2213	2545	1949	3038
CDS_7130	267	110	100	46
CDS_7131	729	383	179	140
CDS_7132	1139	856	335	460
CDS_7133	8	7	737	41
CDS_7134	1	17	486	16
CDS_7135	4799	1427	907	714
CDS_7136	2716	651	480	231
CDS_7137	4786	1020	467	351
CDS_7147	1688	809	377	336
CDS_7148	132	101	42	12
CDS_7149	193	1082	1485	4768
CDS_7150	21	87	58	201
CDS_7151	57	268	221	609
CDS_7154	29	118	44	147
CDS_7155	63	267	187	437
CDS_7156	24	99	49	144
CDS_7158	11	20	1750	208
CDS_7160	1250	846	736	837
CDS_7161	580	299	71	143
CDS_7162	326	169	53	85
CDS_7163	3939	2463	617	509
CDS_7164	2107	1190	415	374
CDS_7165	3708	2700	702	656
CDS_7167	297	163	38	33
CDS_7168	325	1570	2145	5137
CDS_7170	1506	605	628	577
CDS_7173	0	2	51	0
CDS_7176	65	18	22	40
CDS_7177	4	13	0	44
CDS_7178	5	9	0	4
CDS_7181	0	0	9	0
CDS_7182	0	0	15	0
CDS_7183	1	0	29	11
CDS_7187	0	0	6	0
CDS_7189	5	0	0	0
CDS_7193	4	2	10	32
CDS_7194	74	43	0	9
CDS_7195	1	5	0	0
CDS_7196	2	2	0	5
CDS_7202	16	3	11	0
CDS_7203	62	29	8	0
CDS_7205	2	3	17	0
CDS_7208	22	11	8	5
CDS_7209	105	60	22	28
CDS_7212	63	45	38	12
CDS_7215	23	5	0	0
CDS_7216	30	23	16	5
CDS_7223	13	17	0	8
CDS_7225	41	31	0	21
CDS_7228	30	8	21	5
CDS_7229	0	0	0	13
CDS_7230	28	9	9	16
CDS_7231	17	17	4	0
CDS_7232	98	66	20	41
CDS_7233	37	17	21	16
CDS_7246	84	46	0	17
CDS_7247	57	38	14	6
CDS_7251	0	4	42	17
CDS_7253	33	6	6	8
CDS_7257	10	16	8	0
CDS_7264	27	16	0	20
CDS_7265	88	50	42	56
CDS_7271	14	10	20	7
CDS_7273	5	0	0	0
CDS_7276	23	8	31	16
CDS_7283	104	30	0	15
CDS_7284	58	44	35	7
CDS_7285	329	187	196	135
CDS_7288	2	3	0	0
CDS_7289	16	7	0	0
CDS_7293	0	3	31	5
CDS_7294	2	4	0	7
CDS_7296	22	18	1	0
CDS_7298	20	8	0	0
CDS_7300	94	72	63	20
CDS_7302	42	32	8	0
CDS_7305	352	134	96	24
CDS_7307	20	3	0	0
CDS_7309	12	0	0	0
CDS_7313	238	132	110	73
CDS_7314	133	119	80	95
CDS_7317	0	0	0	2
CDS_7318	19	4	13	17
CDS_7322	44	20	0	10
CDS_7323	23	14	0	4
CDS_7327	5	8	13	3
CDS_7331	8	5	12	0
CDS_7332	159	13	8	7
CDS_7338	0	1	0	7
CDS_7339	0	5	0	0
CDS_7344	5	2	0	0
CDS_7345	5	1	0	4
CDS_7346	40	31	5	31
CDS_7351	0	0	65	0
CDS_7352	40	28	36	9
CDS_7353	7	1	0	7
CDS_7354	455	335	98	34
CDS_7357	40	22	18	21
CDS_7360	3	2	11	7
CDS_7361	2	6	0	0
CDS_7362	0	0	11	13
CDS_7368	12	7	4	10
CDS_7369	19	23	0	0
CDS_7370	0	0	0	4
CDS_7371	0	0	27	9
CDS_7373	10	1	0	5
CDS_7374	32	16	10	0
CDS_7375	20	6	5	6
CDS_7378	11	6	0	0
CDS_7379	61	64	104	74
CDS_7387	142	98	25	24
CDS_7391	152	113	46	33
CDS_7406	5	7	17	15
CDS_7412	71	72	16	20
CDS_7413	35	47	22	28
CDS_7432	1	0	23	0
CDS_7434	25	71	0	28
CDS_7439	6	2	10	0
CDS_7445	303	191	61	67
CDS_7446	137	67	18	6
CDS_7449	0	1	16	0
CDS_7453	0	1	29	0
CDS_7457	0	0	0	24
CDS_7459	93	96	77	33
CDS_7460	4	11	7	20
CDS_7461	11	20	24	6
CDS_7462	1	0	15	13
CDS_7464	8	19	65	5
CDS_7472	77	80	239	157
CDS_7473	0	0	0	95
CDS_7474	6	12	0	37
CDS_7475	12	46	21	63
CDS_7476	1	4	451	25
CDS_7477	1	0	186	46
CDS_7478	2	13	0	14
CDS_7479	13	12	46	11
CDS_7484	8	7	0	16
CDS_7486	170	161	95	100
CDS_7487	3	6	0	5
CDS_7496	0	0	46	0
CDS_7499	20	13	11	9
CDS_7509	87	89	50	44
CDS_7511	0	0	7	0
CDS_7512	43	93	8	0
CDS_7513	159	149	46	16
CDS_7515	58	32	4	14
CDS_7516	25	18	2	13
CDS_7521	0	0	4	0
CDS_7524	1	0	13	11
CDS_7526	0	0	11	0
CDS_7527	18	9	0	3
CDS_7530	55	25	38	7
CDS_7531	0	0	13	0
CDS_7533	0	0	29	0
CDS_7535	86	19	3	3
CDS_7538	4	1	10	5
CDS_7539	0	0	5	0
CDS_7540	154	51	38	3
CDS_7542	62	40	0	7
CDS_7544	1	2	80	44
CDS_7547	142	105	45	37
CDS_7548	0	0	16	0
CDS_7550	187	133	224	144
CDS_7551	27	18	16	14
CDS_7552	7	2	0	0
CDS_7553	14	14	12	0
CDS_7557	60	18	20	11
CDS_7560	37	17	6	4
CDS_7561	73	18	18	12
CDS_7562	2	9	10	12
CDS_7563	18	31	9	9
CDS_7567	0	0	3	0
CDS_7569	0	0	11	0
CDS_7570	14	0	0	0
CDS_7572	96	65	64	15
CDS_7573	63	74	22	29
CDS_7574	456	257	56	60
CDS_7576	88	27	1	22
CDS_7577	71	89	43	3
CDS_7584	17	15	26	2
CDS_7585	109	71	40	10
CDS_7587	1	0	6	0
CDS_7589	0	0	109	38
CDS_7591	2	1	105	0
CDS_7592	6	0	15	0
CDS_7594	422	215	127	180
CDS_7596	86	57	0	36
CDS_7597	559	346	103	82
CDS_7600	146	78	33	24
CDS_7608	234	194	118	41
CDS_7611	12	2	3	0
CDS_7616	15	6	0	0
CDS_7623	0	0	54	0
CDS_7626	42	26	0	9
CDS_7638	6	7	17	15
CDS_7639	0	0	18	0
CDS_7643	5	7	0	0
CDS_7644	25	7	22	4
CDS_7645	8	1	9	0
CDS_7646	12	13	41	6
CDS_7651	0	0	0	16
CDS_7653	10	5	2	0
CDS_7657	55	15	12	11
CDS_7665	0	0	12	0
CDS_7668	54	313	5	104
CDS_7671	46	20	33	20
CDS_7674	1	0	9	19
CDS_7675	20	2	12	0
CDS_7676	58	20	17	44
CDS_7679	0	0	22	0
CDS_7683	0	0	9	19
CDS_7686	0	0	11	0
CDS_7688	15	32	5	25
CDS_7698	3	4	0	0
CDS_7704	9	14	7	0
CDS_7706	8	3	5	9
CDS_7708	4	5	0	0
CDS_7712	8	7	0	0
CDS_7715	159	68	107	83
CDS_7718	16	15	10	24
CDS_7720	20	3	0	0
CDS_7722	60	16	9	25
CDS_7724	61	58	343	9
CDS_7736	33	22	27	0
CDS_7743	0	12	0	6
CDS_7744	2	1	15	8
CDS_7750	134	129	310	142
CDS_7751	29	56	0	0
CDS_7755	4	13	4	0
CDS_7766	15	13	8	3
CDS_7767	0	0	14	8
CDS_7769	131	111	26	39
CDS_7771	214	141	47	35
CDS_7773	56	44	25	40
CDS_7774	8	2	0	9
CDS_7781	0	0	8	0
CDS_7782	61	64	36	30
CDS_7786	32	20	4	6
CDS_7790	0	4	5	7
CDS_7791	6	3	16	5
CDS_7792	257	169	41	60
CDS_7793	168	64	19	29
CDS_7794	129	91	139	70
CDS_7795	55	34	0	20
CDS_7800	1	0	32	8
CDS_7814	84	61	55	38
CDS_7816	48	20	12	19
CDS_7820	24	3	6	0
CDS_7823	1	8	0	9
CDS_7828	197	252	355	92
CDS_7839	0	0	4	0
CDS_7841	0	1	6	9
CDS_7842	36	11	0	1
CDS_7844	3	5	6	0
CDS_7845	26	4	3	0
CDS_7846	4	5	14	24
CDS_7854	4	11	7	0
CDS_7857	42	54	6	7
CDS_7860	4	1	14	9
CDS_7863	0	0	3	28
CDS_7867	19	20	0	0
CDS_7873	1	7	54	30
CDS_7878	97	76	127	62
CDS_7879	102	72	15	16
CDS_7885	11	9	16	17
CDS_7887	11	8	0	9
CDS_7888	1	0	38	0
CDS_7891	75	68	34	19
CDS_7893	219	84	41	10
CDS_7898	12	19	3	0
CDS_7908	1	4	0	0
CDS_7910	0	0	30	0
CDS_7915	33	18	3	0
CDS_7916	9	1	0	22
CDS_7921	10	39	0	21
CDS_7925	2	8	2	21
CDS_7928	0	0	9	0
CDS_7932	1	0	4	1
CDS_7934	7	0	0	0
CDS_7938	212	82	18	20
CDS_7951	27	74	56	24
CDS_7952	46	86	30	26
CDS_7954	10	1	8	0
CDS_7958	17	4	5	0
CDS_7961	4	3	0	0
CDS_7962	3	1	0	12
CDS_7964	140	77	7	33
CDS_7970	1	2	132	11
CDS_7972	0	0	25	1
CDS_7976	167	86	21	33
CDS_7977	0	0	16	0
CDS_7983	76	36	29	42
CDS_7987	0	1	5	11
CDS_7988	28	18	0	0
CDS_7989	0	0	0	3
CDS_7993	41	54	41	13
CDS_7994	354	202	99	71
CDS_7997	22	11	0	0
CDS_8002	46	14	0	1
CDS_8003	0	0	3	0
CDS_8006	40	30	26	6
CDS_8010	10	5	0	0
CDS_8013	36	44	6	0
CDS_8015	1	0	5	0
CDS_8023	0	0	38	17
CDS_8024	23	8	0	0
CDS_8025	16	4	15	17
CDS_8026	31	15	13	0
CDS_8029	7	11	0	0
CDS_8030	17	3	0	0
CDS_8032	6	1	0	0
CDS_8033	39	11	10	3
CDS_8038	0	0	6	0
CDS_8039	5	6	0	7
CDS_8041	0	0	7	0
CDS_8043	13	19	17	0
CDS_8044	159	148	82	91
CDS_8046	33	33	54	21
CDS_8048	4	5	14	6
CDS_8050	5	4	5	8
CDS_8054	68	28	13	9
CDS_8055	18	9	5	11
CDS_8060	31	16	16	10
CDS_8064	6	14	0	0
CDS_8070	28	16	24	20
CDS_8079	0	0	10	0
CDS_8080	64	42	13	35
CDS_8083	0	0	0	8
CDS_8086	0	7	15	0
CDS_8087	0	0	0	6
CDS_8090	3	2	0	4
CDS_8093	0	0	19	0
CDS_8095	0	0	8	0
CDS_8097	36	12	14	10
CDS_8101	76	41	9	0
CDS_8106	0	0	31	0
CDS_8109	2	603	444	1
CDS_8111	2	5	18	0
CDS_8112	499	215	43	169
CDS_8120	16	24	23	22
CDS_8121	8	5	45	0
CDS_8123	42	44	16	1
CDS_8124	21	17	7	9
CDS_8129	66	44	10	6
CDS_8130	0	9	0	7
CDS_8131	0	11	0	4
CDS_8132	1	11	0	29
CDS_8135	68	39	40	23
CDS_8139	182	123	55	25
CDS_8140	51	41	42	30
CDS_8155	66	79	131	130
CDS_8156	134	131	23	36
CDS_8157	61	39	72	21
CDS_8158	0	13	19	33
CDS_8159	2	8	0	0
CDS_8161	11	16	0	7
CDS_8163	0	6	3	0
CDS_8169	111	3	23	0
CDS_8170	62	22	0	4
CDS_8173	8	4	0	0
CDS_8174	5	2	0	0
CDS_8175	5	3	0	0
CDS_8176	9	13	0	12
CDS_8178	0	0	22	0
CDS_8183	0	0	10	8
CDS_8187	15	27	8	13
CDS_8188	4	7	15	0
CDS_8191	25	14	26	0
CDS_8195	13	0	8	8
CDS_8200	0	0	14	0
CDS_8201	17	15	9	14
CDS_8204	8	8	0	5
CDS_8205	13	20	0	27
CDS_8208	2	10	0	0
CDS_8212	7	8	0	0
CDS_8216	10	9	15	24
CDS_8217	0	5	0	0
CDS_8220	9	16	10	2
CDS_8222	5	6	24	18
CDS_8238	182	62	61	68
CDS_8242	4	0	0	6
CDS_8243	0	0	0	53
CDS_8245	1	0	35	7
CDS_8250	51	35	57	14
CDS_8251	3	13	2	31
CDS_8252	1	3	0	0
CDS_8253	0	0	17	0
CDS_8254	4	8	0	5
CDS_8255	38	10	9	23
CDS_8259	1	0	34	6
CDS_8260	10	16	14	15
CDS_8261	10	22	30	17
CDS_8262	11	7	10	5
CDS_8263	11	3	11	31
CDS_8264	6	2	0	8
CDS_8269	1	8	0	8
CDS_8274	1	2	0	5
CDS_8276	3	3	52	100
CDS_8278	23	17	0	0
CDS_8282	4	0	224	42
CDS_8288	143	119	57	23
CDS_8290	197	135	130	26
CDS_8293	0	5	0	0
CDS_8294	78	52	126	56
CDS_8296	21	43	49	19
CDS_8322	71	34	21	4
CDS_8323	384	266	108	56
CDS_8324	38	26	42	1
CDS_8326	193	164	85	57
CDS_8327	188	124	60	45
CDS_8328	205	111	10	9
CDS_8329	0	0	0	10
CDS_8333	42	19	19	5
CDS_8336	343	194	127	115
CDS_8340	60	153	85	153
CDS_8341	92	67	123	81
CDS_8344	61	61	4	40
CDS_8346	0	3	0	22
CDS_8353	253	126	64	57
CDS_8356	258	121	86	25
CDS_8357	6	8	0	9
CDS_8358	88	55	17	13
CDS_8361	375	333	143	60
CDS_8366	23	11	9	4
CDS_8368	964	651	652	239
CDS_8370	0	5	0	11
CDS_8371	4	3	19	10
CDS_8372	3	11	0	6
CDS_8373	132	68	27	39
CDS_8374	1	5	28	0
CDS_8375	8	0	78	39
CDS_8376	281	110	85	105
CDS_8378	17	49	74	101
CDS_8379	46	16	10	11
CDS_8380	28	23	0	18
CDS_8383	78	71	44	52
CDS_8384	0	7	16	0
CDS_8394	175	104	84	87
CDS_8395	231	203	82	54
CDS_8396	5	0	0	0
CDS_8398	664	411	514	554
CDS_8401	4	1	0	5
CDS_8403	262	109	101	75
CDS_8406	221	109	27	54
CDS_8407	166	86	51	47
CDS_8408	248	165	100	136
CDS_8410	105	53	20	15
CDS_8412	1	3	77	0
CDS_8413	36	30	0	29
CDS_8415	129	70	38	41
CDS_8422	1	4	0	3
CDS_8423	17	15	40	3
CDS_8430	28	35	67	36
CDS_8433	53	47	12	14
CDS_8434	70	35	13	12
CDS_8436	7	0	0	0
CDS_8440	6	11	0	0
CDS_8442	88	47	11	14
CDS_8445	42	40	42	15
CDS_8446	0	9	0	18
CDS_8449	91	44	27	13
CDS_8452	0	0	6	0
CDS_8453	4	4	18	0
CDS_8455	36	33	12	6
CDS_8456	48	66	8	10
CDS_8458	30	20	9	22
CDS_8460	1	9	0	0
CDS_8465	1	8	7	6
CDS_8466	0	0	8	0
CDS_8467	16	13	13	0
CDS_8471	7	2	0	18
CDS_8473	17	14	10	7
CDS_8481	19	23	49	23
CDS_8483	20	17	0	4
CDS_8485	7	14	0	16
CDS_8486	10	1	0	0
CDS_8487	0	0	13	7
CDS_8488	38	6	0	0
CDS_8492	93	70	55	16
CDS_8493	66	77	20	69
CDS_8495	31	8	15	20
CDS_8496	0	0	15	0
CDS_8500	32	17	1	8
CDS_8504	0	0	9	5
CDS_8507	28	14	6	9
CDS_8511	1	2	0	0
CDS_8513	0	139	6	0
CDS_8519	53	34	26	35
CDS_8521	0	0	12	0
CDS_8523	49	34	22	26
CDS_8526	0	0	0	13
CDS_8530	0	1	8	0
CDS_8532	16	4	12	6
CDS_8540	12	7	37	0
CDS_8542	9	0	14	0
CDS_8543	147	101	52	3
CDS_8547	1	0	52	6
CDS_8548	22	9	0	6
CDS_8550	1149	600	190	152
CDS_8558	1	1	0	6
CDS_8559	2	8	13	42
CDS_8560	27	22	25	78
CDS_8569	20	14	3	31
CDS_8573	5	3	0	0
CDS_8577	30	18	0	0
CDS_8582	20	19	0	0
CDS_8584	0	0	0	4
CDS_8587	16	20	0	6
CDS_8592	14	29	9	9
CDS_8593	1	0	23	0
CDS_8595	17	37	0	23
CDS_8601	85	42	50	11
CDS_8612	0	0	21	0
CDS_8617	76	70	63	16
CDS_8621	161	242	30	54
CDS_8622	0	0	7	0
CDS_8623	6	10	0	0
CDS_8628	9	4	28	13
CDS_8635	31	16	27	25
CDS_8637	1264	796	130	156
CDS_8643	30	50	4	18
CDS_8645	34	43	3	7
CDS_8646	119	98	31	48
CDS_8648	0	0	13	0
CDS_8650	4	22	9	6
CDS_8652	32	40	131	35
CDS_8653	761	298	17	16
CDS_8654	290	132	36	20
CDS_8655	51	65	51	19
CDS_8659	168	89	6	48
CDS_8662	19	6	23	68
CDS_8667	86	50	106	98
CDS_8673	2	3	753	74
CDS_8675	48	8	20	0
CDS_8676	27	11	1	0
CDS_8677	690	485	164	174
CDS_8678	751	608	513	390
CDS_8679	188	131	46	106
CDS_8680	471	267	145	94
CDS_8681	618	323	150	118
CDS_8682	940	800	451	352
CDS_8687	13	19	35	77
CDS_8690	17	36	3	12
CDS_8692	1	2	59	18
CDS_8693	0	0	133	94
CDS_8695	38	8	19	39
CDS_8696	21	2	40	32
CDS_8700	21	9	0	0
CDS_8701	13	12	17	0
CDS_8703	866	622	239	94
CDS_8704	890	714	266	105
CDS_8705	13	7	24	10
CDS_8709	562	411	96	104
CDS_8715	615	566	464	312
CDS_8716	587	645	544	301
CDS_8717	575	442	519	275
CDS_8718	359	349	413	249
CDS_8719	448	220	282	115
CDS_8720	0	5	11	9
CDS_8721	28	64	54	69
CDS_8722	0	2	0	5
CDS_8723	197	180	56	55
CDS_8724	61	46	11	27
CDS_8727	25	168	95	111
CDS_8730	4	0	17	0
CDS_8734	275	215	177	183
CDS_8735	359	280	130	198
CDS_8736	420	262	220	87
CDS_8737	162	147	62	79
CDS_8739	27	44	39	5
CDS_8741	0	0	20	0
CDS_8744	548	282	180	182
CDS_8749	0	0	8	1
CDS_8752	22	0	0	8
CDS_8753	12	5	0	0
CDS_8755	0	0	0	6
CDS_8757	2	0	33	0
CDS_8759	10	11	0	0
CDS_8760	27	16	22	3
CDS_8765	34	18	10	8
CDS_8767	0	0	5	0
CDS_8769	46	26	59	33
CDS_8772	5	10	0	0
CDS_8774	41	30	4	11
CDS_8775	45	21	28	25
CDS_8777	5	10	27	0
CDS_8778	1	4	0	5
CDS_8780	1	4	0	0
CDS_8781	0	1	5	17
CDS_8785	7	14	0	0
CDS_8786	56	78	181	44
CDS_8787	35	2	1	0
CDS_8790	0	6	21	0
CDS_8794	0	0	18	0
CDS_8795	37	34	39	26
CDS_8807	10	9	11	6
CDS_8809	0	0	7	0
CDS_8812	1	0	14	0
CDS_8813	2	5	0	4
CDS_8815	3	2	16	0
CDS_8816	10	0	0	0
CDS_8817	0	0	4	0
CDS_8818	47	45	21	0
CDS_8822	17	9	3	0
CDS_8824	14	21	36	3
CDS_8825	4	0	0	0
CDS_8826	0	0	12	8
CDS_8827	14	9	22	8
CDS_8830	2	2	133	0
CDS_8835	0	0	12	7
CDS_8836	24	4	0	0
CDS_8837	117	59	3	16
CDS_8838	38	7	5	8
CDS_8844	0	0	4	0
CDS_8845	127	45	50	54
CDS_8846	8	13	22	7
CDS_8847	6	21	10	17
CDS_8849	136	112	103	62
CDS_8850	64	48	7	0
CDS_8852	0	0	50	19
CDS_8853	0	0	14	0
CDS_8856	0	0	7	0
CDS_8857	8	8	0	1
CDS_8860	7	6	0	0
CDS_8861	6	0	13	0
CDS_8863	4	14	0	5
CDS_8868	42	15	47	70
CDS_8869	0	3	1	11
CDS_8871	81	45	0	0
CDS_8873	0	3	0	8
CDS_8877	0	0	26	0
CDS_8879	0	0	9	0
CDS_8882	95	28	52	8
CDS_8883	9	7	37	0
CDS_8884	153	47	9	23
CDS_8885	0	0	21	10
CDS_8889	8	34	18	76
CDS_8890	0	0	10	0
CDS_8894	0	0	15	0
CDS_8897	0	0	59	20
CDS_8901	35	32	0	23
CDS_8902	11	10	15	0
CDS_8903	31	41	30	11
CDS_8904	0	0	0	14
CDS_8905	100	153	303	61
CDS_8908	132	86	23	47
CDS_8913	34	66	43	73
CDS_8914	36	55	0	0
CDS_8915	1	0	43	7
CDS_8917	0	0	53	27
CDS_8919	6	2	0	0
CDS_8923	9	2	3	0
CDS_8924	3	12	0	0
CDS_8925	0	0	0	145
CDS_8927	8	1	1	0
CDS_8928	25	8	13	0
CDS_8929	310	147	68	86
CDS_8931	33	11	2	11
CDS_8932	0	7	0	14
CDS_8933	0	0	13	4
CDS_8934	2	0	16	0
CDS_8935	79	23	13	14
CDS_8937	0	0	6	1
CDS_8939	8	6	0	2
CDS_8941	123	113	54	70
CDS_8944	67	57	87	45
CDS_8951	22	106	10	16
CDS_8952	6	23	0	2
CDS_8958	52	45	95	113
CDS_8963	21	24	3	36
CDS_8969	22	13	38	96
CDS_8972	48	34	0	0
CDS_8973	226	148	50	19
CDS_8976	0	0	21	0
CDS_8980	164	66	10	0
CDS_8983	33	18	5	5
CDS_8990	56	22	0	12
CDS_8991	280	219	183	154
CDS_8994	108	41	7	21
CDS_8996	13	16	35	85
CDS_8997	34	22	38	47
CDS_8998	195	149	198	78
CDS_9000	13	5	22	12
CDS_9005	2	5	20	0
CDS_9006	0	0	12	0
CDS_9008	0	8	0	0
CDS_9011	34	18	0	3
CDS_9012	0	0	8	0
CDS_9013	17	22	28	3
CDS_9016	41	25	35	34
CDS_9021	59	34	0	19
CDS_9022	4	2	219	79
CDS_9023	5	0	0	0
CDS_9032	785	496	232	186
CDS_9036	120	127	37	17
CDS_9040	0	0	8	0
CDS_9043	5	2	14	17
CDS_9045	107	21	9	6
CDS_9046	1	14	0	130
CDS_9047	1	11	44	17
CDS_9050	78	43	6	22
CDS_9052	1	0	43	12
CDS_9053	36	35	43	30
CDS_9055	11	7	0	6
CDS_9056	159	122	59	34
CDS_9059	0	0	47	14
CDS_9061	17	13	32	19
CDS_9064	3	10	0	1
CDS_9066	0	1	6	11
CDS_9070	10	26	0	5
CDS_9071	0	0	44	0
CDS_9072	52	28	8	17
CDS_9074	0	0	38	0
CDS_9079	0	0	8	3
CDS_9083	4	5	0	0
CDS_9086	0	0	115	8
CDS_9087	1	0	61	0
CDS_9089	55	69	16	12
CDS_9092	33	18	0	21
CDS_9093	0	0	9	0
CDS_9095	0	0	9	0
CDS_9096	1	0	13	0
CDS_9099	52	6	23	22
CDS_9102	8	11	4	0
CDS_9112	16	11	12	9
CDS_9113	193	88	47	27
CDS_9114	117	69	2	10
CDS_9115	10	1	5	0
CDS_9116	21	9	0	18
CDS_9117	30	20	12	58
CDS_9121	0	0	9	0
CDS_9123	0	0	16	0
CDS_9130	4	3	0	9
CDS_9131	6	26	0	19
CDS_9132	8	5	30	0
CDS_9136	0	0	10	13
CDS_9137	9	14	0	0
CDS_9139	0	0	46	9
CDS_9149	60	58	21	7
CDS_9152	47	26	7	8
CDS_9154	19	1	9	0
CDS_9161	0	4	0	9
CDS_9164	4	4	0	27
CDS_9167	21	27	6	11
CDS_9168	8	0	0	0
CDS_9170	0	0	13	0
CDS_9178	0	0	20	3
CDS_9186	0	0	8	0
CDS_9190	0	1	9	0
CDS_9192	23	28	13	0
CDS_9198	0	0	3	4
CDS_9205	171	115	61	75
CDS_9207	12	9	17	31
CDS_9213	0	1	14	0
CDS_9214	0	0	5	7
CDS_9215	162	102	34	27
CDS_9216	0	0	54	0
CDS_9217	10	3	11	9
CDS_9218	8	9	28	21
CDS_9219	1	0	75	0
CDS_9221	294	106	93	112
CDS_9222	117	99	84	15
CDS_9225	50	68	97	120
CDS_9231	390	353	171	211
CDS_9233	4	27	1	34
CDS_9239	0	0	195	24
CDS_9243	0	0	0	14
CDS_9244	0	0	90	15
CDS_9245	0	2	109	25
CDS_9253	3	3	1	15
CDS_9255	674	376	142	187
CDS_9259	226	377	116	34
CDS_9266	4	7	1	11
CDS_9269	4	9	6	6
CDS_9272	28	13	12	0
CDS_9273	13	26	24	51
CDS_9274	29	19	33	0
